case_id,court,judge,facts,issues,evidence_summary,decision,sentence,bns_sections,bnss_procedures,bsa_provisions,judgment_summary
CP-CASE-100176,District and Sessions Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that a 10-year-old child was abducted outside their school by two individuals in a black suv. a ransom call was received later.",Whether the accused is guilty under Section 142 (Kidnapping or Abducting in order to Murder) and whether procedures in Section 184 (Medical Examination of Kidnapped Person) were fully complied with.,The prosecution submitted Section 114 (Presumption as to Absence of Consent). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 142 (Kidnapping or Abducting in order to Murder),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),"In District and Sessions Court, Judge M. Durai passed a judgment regarding the Kidnapping & Abduction case. Verdict: Referred to Mediation. Duration: 43 months."
CP-CASE-100177,High Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that a thief broke into a commercial shop at night by drilling a hole in the rear wall and stole cash amount of inr 136207.",Whether the accused is guilty under Section 303 (Theft) and whether procedures in Section 184 (Medical Examination of Victim) were fully complied with.,The prosecution submitted Section 60 (Primary Evidence). Police officer notes confirm details.,The Court finds the accused guilty of Theft & Burglary and is sentenced accordingly.,1 to 7 Years Imprisonment & Fine,Section 303 (Theft),Section 184 (Medical Examination of Victim),Section 60 (Primary Evidence),"In High Court, Justice Anand Verma passed a judgment regarding the Theft & Burglary case. Verdict: Conviction. Duration: 37 months."
CP-CASE-100178,Metropolitan Magistrate Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that the victim was assaulted by a group of individuals near a local market, sustaining severe head injuries and a fractured arm.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 32 (Relevancy of Statement of Dead Person). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 32 (Relevancy of Statement of Dead Person),"In Metropolitan Magistrate Court, Judge Shalini Joshi passed a judgment regarding the Assault & Hurt case. Verdict: Dismissed for Lack of Evidence. Duration: 23 months."
CP-CASE-100179,Metropolitan Magistrate Court,Justice H.S. Sangwan,"On examination of witnesses and documents, it is observed that the victim was assaulted by a group of individuals near a local market, sustaining severe head injuries and a fractured arm.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 32 (Relevancy of Statement of Dead Person). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 32 (Relevancy of Statement of Dead Person),"In Metropolitan Magistrate Court, Justice H.S. Sangwan passed a judgment regarding the Assault & Hurt case. Verdict: Referred to Mediation. Duration: 26 months."
CP-CASE-100180,District and Sessions Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that complainant purchased goods from an online portal which turned out to be a fraudulent setup. loss of inr 123874 reported.",Whether the accused is guilty under Section 336 (Forgery) and whether procedures in Section 173 (Electronic FIR filing) were fully complied with.,The prosecution submitted Section 63 (Admissibility of Electronic Signatures). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 336 (Forgery),Section 173 (Electronic FIR filing),Section 63 (Admissibility of Electronic Signatures),"In District and Sessions Court, Judge Shalini Joshi passed a judgment regarding the Cyber Crime & Fraud case. Verdict: Dismissed for Lack of Evidence. Duration: 42 months."
CP-CASE-100181,Metropolitan Magistrate Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 45 (Opinions of Experts). Police officer notes confirm details.,The Court finds the accused guilty of Assault & Hurt and is sentenced accordingly.,Fine up to INR 10000 or up to 7 Years Imprisonment,Section 117 (Voluntarily Causing Grievous Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 45 (Opinions of Experts),"In Metropolitan Magistrate Court, Justice Anand Verma passed a judgment regarding the Assault & Hurt case. Verdict: Conviction. Duration: 8 months."
CP-CASE-100182,High Court,Justice H.S. Sangwan,"On examination of witnesses and documents, it is observed that a 10-year-old child was abducted outside their school by two individuals in a black suv. a ransom call was received later.",Whether the accused is guilty under Section 142 (Kidnapping or Abducting in order to Murder) and whether procedures in Section 173 (Zero FIR registration) were fully complied with.,The prosecution submitted Section 114 (Presumption as to Absence of Consent). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 142 (Kidnapping or Abducting in order to Murder),Section 173 (Zero FIR registration),Section 114 (Presumption as to Absence of Consent),"In High Court, Justice H.S. Sangwan passed a judgment regarding the Kidnapping & Abduction case. Verdict: Referred to Mediation. Duration: 15 months."
CP-CASE-100183,High Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that accused was caught red-handed stealing a mobile phone and wallet from a passenger at the crowded railway station.",Whether the accused is guilty under Section 303 (Theft) and whether procedures in Section 173 (Information in Cognizable Cases) were fully complied with.,The prosecution submitted Section 60 (Primary Evidence). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 60 (Primary Evidence),"In High Court, Judge Shalini Joshi passed a judgment regarding the Theft & Burglary case. Verdict: Dismissed for Lack of Evidence. Duration: 46 months."
CP-CASE-100184,District and Sessions Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Whether the accused is guilty under Section 115 (Voluntarily Causing Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 45 (Opinions of Experts). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 115 (Voluntarily Causing Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 45 (Opinions of Experts),"In District and Sessions Court, Judge M. Durai passed a judgment regarding the Assault & Hurt case. Verdict: Acquittal. Duration: 45 months."
CP-CASE-100185,Metropolitan Magistrate Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that locked apartment was broken into during the daytime. valuables including a laptop, silver utensils, and inr 1965376 cash were stolen.",Whether the accused is guilty under Section 331 (Lurking House-trespass) and whether procedures in Section 184 (Medical Examination of Victim) were fully complied with.,The prosecution submitted Section 60 (Primary Evidence). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 331 (Lurking House-trespass),Section 184 (Medical Examination of Victim),Section 60 (Primary Evidence),"In Metropolitan Magistrate Court, Judge M. Durai passed a judgment regarding the Theft & Burglary case. Verdict: Settled / Compromised. Duration: 6 months."
